Accident_ID,Date,Time,City,State,Country,Accident Type,Cause of Accident,Severity,Number of Vehicles Involved,Number of Casualties,Number of Injuries,Weather Condition,Road Condition,Police Report Filed,Emergency Services Response Time (min),Hospital Admitted To
ACC00827,2025-05-06,09:19:57,Mumbai,Maharashtra,India,Truck,Poor Lighting,Fatal,4,0,2,Stormy,Under Construction,No,27.5,Manipal Hospital
ACC00828,2025-04-19,19:31:56,Kolkata,West Bengal,India,Bus,Drunk Driving,Moderate,1,1,5,Rainy,Under Construction,Yes,40.2,Max Healthcare
ACC00829,2025-04-21,07:02:21,Pune,Maharashtra,India,Bus,Weather Conditions,Moderate,3,2,5,Clear,Wet,Yes,6.8,Fortis Healthcare
ACC00830,2025-01-29,16:21:12,Ahmedabad,Gujarat,India,Vehicle Collision,Poor Lighting,Moderate,3,1,3,Clear,Wet,Yes,26.4,Apollo Hospitals
ACC00831,2025-03-25,04:20:50,Chennai,Tamil Nadu,India,Train,Weather Conditions,Minor,5,2,6,Rainy,Potholes,No,18.0,Apollo Hospitals
ACC00832,2025-03-21,15:09:24,Mumbai,Maharashtra,India,Train,Drunk Driving,Severe,2,2,1,Clear,Potholes,No,39.8,Max Healthcare
ACC00833,2025-01-24,18:33:22,Jaipur,Rajasthan,India,Truck,Road Conditions,Fatal,2,2,3,Rainy,Under Construction,No,11.2,Fortis Healthcare
ACC00834,2025-03-28,00:43:58,Kolkata,West Bengal,India,Train,Drunk Driving,Fatal,1,3,2,Stormy,Wet,Yes,12.6,Manipal Hospital
ACC00835,2025-04-26,16:24:55,Bengaluru,Karnataka,India,Bus,Over Speeding,Severe,2,1,4,Rainy,Dry,Yes,7.9,Fortis Healthcare
ACC00836,2025-02-06,09:40:36,Pune,Maharashtra,India,Fire Accident,Over Speeding,Moderate,1,0,4,Stormy,Dry,Yes,38.1,Apollo Hospitals
ACC00837,2025-02-01,13:11:24,Bengaluru,Karnataka,India,Truck,Road Conditions,Minor,3,1,6,Clear,Dry,Yes,26.7,AIIMS
ACC00838,2025-02-18,23:53:00,Delhi,Delhi,India,Truck,Drunk Driving,Fatal,5,3,2,Foggy,Gravel,No,11.2,Apollo Hospitals
ACC00839,2025-02-01,16:43:33,Jaipur,Rajasthan,India,Bus,Poor Lighting,Minor,1,0,1,Foggy,Dry,No,10.7,Fortis Healthcare
ACC00840,2025-03-29,16:36:12,Mumbai,Maharashtra,India,Truck,Brake Failure,Fatal,2,2,6,Foggy,Wet,No,32.5,Apollo Hospitals
ACC00841,2025-02-19,07:20:33,Pune,Maharashtra,India,Two-Wheeler,Over Speeding,Moderate,1,2,3,Clear,Under Construction,No,9.7,Apollo Hospitals
ACC00842,2025-03-25,14:37:23,Mumbai,Maharashtra,India,Two-Wheeler,Drunk Driving,Fatal,5,2,5,Rainy,Potholes,Yes,40.7,AIIMS
ACC00843,2025-01-29,16:49:10,Lucknow,Uttar Pradesh,India,Bus,Weather Conditions,Minor,3,3,6,Foggy,Gravel,Yes,36.6,Fortis Healthcare
ACC00844,2025-05-06,18:11:42,Bengaluru,Karnataka,India,Train,Drunk Driving,Fatal,4,3,1,Clear,Under Construction,No,43.4,AIIMS
ACC00845,2025-02-08,19:23:43,Bengaluru,Karnataka,India,Pedestrian Involved,Weather Conditions,Moderate,2,3,3,Foggy,Potholes,No,24.3,Manipal Hospital
ACC00846,2025-04-03,21:48:46,Lucknow,Uttar Pradesh,India,Train,Drunk Driving,Moderate,4,3,5,Stormy,Under Construction,No,26.3,Fortis Healthcare
ACC00847,2025-03-19,19:54:09,Kolkata,West Bengal,India,Pedestrian Involved,Human Error,Fatal,5,1,6,Clear,Wet,No,5.1,Apollo Hospitals
ACC00848,2025-02-18,22:30:14,Chennai,Tamil Nadu,India,Slip & Fall,Drunk Driving,Minor,1,2,3,Rainy,Gravel,No,10.8,Max Healthcare
ACC00849,2025-02-26,19:09:44,Kolkata,West Bengal,India,Truck,Drunk Driving,Moderate,1,1,1,Rainy,Potholes,Yes,32.8,Manipal Hospital
ACC00850,2025-04-29,14:18:22,Chennai,Tamil Nadu,India,Vehicle Collision,Poor Lighting,Minor,5,0,4,Rainy,Dry,Yes,19.6,Apollo Hospitals
ACC00851,2025-02-07,12:27:00,Hyderabad,Telangana,India,Pedestrian Involved,Over Speeding,Fatal,2,1,4,Rainy,Under Construction,No,23.8,AIIMS
ACC00852,2025-03-18,14:36:16,Pune,Maharashtra,India,Vehicle Collision,Weather Conditions,Minor,2,0,6,Clear,Under Construction,Yes,25.1,Apollo Hospitals
ACC00853,2025-04-01,19:38:01,Kolkata,West Bengal,India,Fire Accident,Poor Lighting,Fatal,5,2,5,Foggy,Wet,No,42.3,AIIMS
ACC00854,2025-02-22,11:04:23,Delhi,Delhi,India,Fire Accident,Drunk Driving,Moderate,4,0,2,Stormy,Wet,Yes,37.7,Manipal Hospital
ACC00855,2025-01-11,19:32:47,Pune,Maharashtra,India,Train,Poor Lighting,Fatal,4,1,1,Foggy,Potholes,Yes,15.8,Apollo Hospitals
ACC00856,2025-02-15,13:09:09,Delhi,Delhi,India,Train,Human Error,Severe,1,1,3,Rainy,Under Construction,Yes,7.6,Max Healthcare
ACC00857,2025-01-13,10:23:51,Mumbai,Maharashtra,India,Bus,Drunk Driving,Moderate,1,1,3,Clear,Under Construction,Yes,27.5,Manipal Hospital
ACC00858,2025-03-09,19:24:29,Mumbai,Maharashtra,India,Vehicle Collision,Weather Conditions,Minor,3,0,3,Foggy,Potholes,Yes,17.6,Manipal Hospital
ACC00859,2025-03-17,03:37:42,Chennai,Tamil Nadu,India,Two-Wheeler,Poor Lighting,Minor,3,3,6,Clear,Under Construction,Yes,5.9,Manipal Hospital
ACC00860,2025-02-17,06:28:29,Pune,Maharashtra,India,Vehicle Collision,Weather Conditions,Moderate,2,3,1,Clear,Wet,Yes,37.3,Fortis Healthcare
ACC00861,2025-01-29,11:59:32,Bengaluru,Karnataka,India,Train,Brake Failure,Moderate,3,2,3,Stormy,Dry,No,14.6,Max Healthcare
ACC00862,2025-03-10,08:47:29,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Drunk Driving,Fatal,1,0,2,Foggy,Under Construction,Yes,25.0,Manipal Hospital
ACC00863,2025-01-25,15:50:45,Chennai,Tamil Nadu,India,Two-Wheeler,Weather Conditions,Moderate,1,2,5,Foggy,Gravel,Yes,7.8,Manipal Hospital
ACC00864,2025-04-22,08:47:14,Ahmedabad,Gujarat,India,Slip & Fall,Weather Conditions,Fatal,2,0,5,Stormy,Dry,No,39.4,Manipal Hospital
ACC00865,2025-03-06,16:27:26,Kolkata,West Bengal,India,Two-Wheeler,Brake Failure,Severe,5,2,3,Clear,Potholes,No,15.5,Apollo Hospitals
ACC00866,2025-01-03,02:35:57,Lucknow,Uttar Pradesh,India,Vehicle Collision,Poor Lighting,Moderate,5,0,2,Clear,Gravel,No,11.3,Manipal Hospital
ACC00867,2025-03-13,00:24:51,Delhi,Delhi,India,Truck,Brake Failure,Fatal,1,2,4,Stormy,Under Construction,No,9.4,Fortis Healthcare
ACC00868,2025-03-20,18:58:39,Delhi,Delhi,India,Fire Accident,Road Conditions,Fatal,2,3,3,Clear,Gravel,No,44.9,Manipal Hospital
ACC00869,2025-04-13,02:40:03,Hyderabad,Telangana,India,Slip & Fall,Over Speeding,Severe,4,0,5,Rainy,Potholes,Yes,30.6,AIIMS
ACC00870,2025-04-18,04:53:57,Lucknow,Uttar Pradesh,India,Vehicle Collision,Human Error,Fatal,1,2,4,Stormy,Wet,Yes,13.5,Apollo Hospitals
ACC00871,2025-02-18,19:42:34,Kolkata,West Bengal,India,Bus,Weather Conditions,Moderate,1,1,1,Foggy,Potholes,Yes,16.9,Manipal Hospital
ACC00872,2025-04-26,06:51:29,Kolkata,West Bengal,India,Truck,Poor Lighting,Severe,2,0,1,Stormy,Gravel,No,11.6,AIIMS
ACC00873,2025-03-03,14:41:57,Kolkata,West Bengal,India,Slip & Fall,Brake Failure,Moderate,4,2,6,Stormy,Dry,Yes,8.1,Max Healthcare
ACC00874,2025-03-09,12:40:21,Lucknow,Uttar Pradesh,India,Two-Wheeler,Weather Conditions,Severe,1,1,4,Rainy,Potholes,No,9.5,Manipal Hospital
ACC00875,2025-04-13,15:37:22,Ahmedabad,Gujarat,India,Vehicle Collision,Brake Failure,Moderate,4,0,1,Rainy,Wet,No,32.9,Fortis Healthcare
ACC00876,2025-02-02,04:36:45,Lucknow,Uttar Pradesh,India,Fire Accident,Drunk Driving,Severe,2,1,6,Clear,Gravel,No,5.6,AIIMS
ACC00877,2025-03-15,10:34:17,Jaipur,Rajasthan,India,Pedestrian Involved,Poor Lighting,Fatal,4,3,4,Foggy,Gravel,No,25.9,AIIMS
ACC00878,2025-05-05,12:03:35,Delhi,Delhi,India,Two-Wheeler,Brake Failure,Fatal,3,1,5,Rainy,Under Construction,No,20.3,Manipal Hospital
ACC00879,2025-01-06,22:43:31,Ahmedabad,Gujarat,India,Pedestrian Involved,Over Speeding,Minor,1,0,5,Stormy,Dry,No,35.0,Max Healthcare
ACC00880,2025-04-12,13:29:16,Jaipur,Rajasthan,India,Pedestrian Involved,Poor Lighting,Fatal,5,0,6,Foggy,Potholes,Yes,13.9,Manipal Hospital
ACC00881,2025-04-19,03:11:53,Jaipur,Rajasthan,India,Fire Accident,Over Speeding,Moderate,4,0,3,Stormy,Potholes,No,5.3,AIIMS
ACC00882,2025-01-29,17:43:45,Hyderabad,Telangana,India,Bus,Weather Conditions,Severe,3,3,6,Rainy,Dry,No,6.3,Apollo Hospitals
ACC00883,2025-02-02,15:00:59,Bengaluru,Karnataka,India,Train,Road Conditions,Severe,3,1,5,Stormy,Wet,No,12.7,Manipal Hospital
ACC00884,2025-03-29,14:39:59,Mumbai,Maharashtra,India,Fire Accident,Drunk Driving,Fatal,2,3,3,Rainy,Potholes,Yes,9.0,Fortis Healthcare
ACC00885,2025-02-10,17:48:18,Jaipur,Rajasthan,India,Pedestrian Involved,Poor Lighting,Fatal,3,1,3,Rainy,Dry,Yes,6.0,Apollo Hospitals
ACC00886,2025-01-04,22:05:13,Lucknow,Uttar Pradesh,India,Two-Wheeler,Over Speeding,Minor,5,3,1,Rainy,Potholes,No,12.5,Fortis Healthcare
ACC00887,2025-02-11,18:53:14,Ahmedabad,Gujarat,India,Truck,Human Error,Moderate,4,2,6,Clear,Gravel,Yes,42.4,Apollo Hospitals
ACC00888,2025-01-01,16:06:59,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Over Speeding,Fatal,5,0,1,Rainy,Gravel,No,40.8,Apollo Hospitals
ACC00889,2025-04-18,06:16:57,Delhi,Delhi,India,Slip & Fall,Road Conditions,Severe,2,3,1,Stormy,Dry,No,7.9,Apollo Hospitals
ACC00890,2025-01-11,05:10:59,Hyderabad,Telangana,India,Fire Accident,Brake Failure,Severe,4,1,2,Foggy,Dry,Yes,31.4,Max Healthcare
ACC00891,2025-01-30,00:35:29,Mumbai,Maharashtra,India,Pedestrian Involved,Weather Conditions,Severe,4,0,2,Foggy,Dry,Yes,29.2,Max Healthcare
ACC00892,2025-03-03,14:12:36,Mumbai,Maharashtra,India,Two-Wheeler,Drunk Driving,Severe,1,1,1,Foggy,Wet,Yes,8.3,Fortis Healthcare
ACC00893,2025-05-01,17:45:03,Ahmedabad,Gujarat,India,Bus,Brake Failure,Moderate,1,2,6,Foggy,Potholes,No,22.4,Manipal Hospital
ACC00894,2025-04-15,01:43:13,Hyderabad,Telangana,India,Bus,Drunk Driving,Moderate,3,3,1,Foggy,Wet,Yes,43.2,Manipal Hospital
ACC00895,2025-04-15,02:18:48,Kolkata,West Bengal,India,Slip & Fall,Brake Failure,Severe,3,0,5,Stormy,Potholes,Yes,27.7,AIIMS
ACC00896,2025-02-13,02:51:56,Delhi,Delhi,India,Slip & Fall,Drunk Driving,Minor,5,2,5,Stormy,Gravel,No,20.9,Apollo Hospitals
ACC00897,2025-04-27,12:48:01,Bengaluru,Karnataka,India,Train,Brake Failure,Moderate,3,1,1,Rainy,Gravel,No,10.8,AIIMS
ACC00898,2025-03-05,18:58:41,Delhi,Delhi,India,Vehicle Collision,Weather Conditions,Minor,3,1,4,Foggy,Wet,Yes,20.4,Max Healthcare
ACC00899,2025-01-11,12:56:12,Hyderabad,Telangana,India,Truck,Over Speeding,Severe,5,0,5,Stormy,Potholes,No,37.5,Fortis Healthcare
ACC00900,2025-04-16,10:57:36,Hyderabad,Telangana,India,Vehicle Collision,Road Conditions,Fatal,4,0,3,Stormy,Dry,Yes,23.1,Max Healthcare
ACC00901,2025-01-13,00:58:42,Chennai,Tamil Nadu,India,Fire Accident,Drunk Driving,Minor,3,0,6,Clear,Potholes,No,10.2,Manipal Hospital
ACC00902,2025-04-10,20:59:37,Mumbai,Maharashtra,India,Vehicle Collision,Weather Conditions,Minor,1,3,1,Stormy,Gravel,No,17.7,AIIMS
ACC00903,2025-02-23,06:04:05,Kolkata,West Bengal,India,Pedestrian Involved,Human Error,Severe,4,0,4,Foggy,Potholes,No,38.9,Apollo Hospitals
ACC00904,2025-04-12,18:46:21,Chennai,Tamil Nadu,India,Pedestrian Involved,Over Speeding,Moderate,1,0,2,Clear,Gravel,No,14.1,Apollo Hospitals
ACC00905,2025-03-10,03:14:27,Hyderabad,Telangana,India,Train,Road Conditions,Minor,1,2,1,Clear,Dry,No,8.0,AIIMS
ACC00906,2025-01-28,19:27:37,Lucknow,Uttar Pradesh,India,Fire Accident,Weather Conditions,Moderate,2,3,1,Rainy,Gravel,Yes,35.1,Manipal Hospital
ACC00907,2025-05-04,00:28:19,Pune,Maharashtra,India,Pedestrian Involved,Human Error,Moderate,5,3,6,Stormy,Gravel,No,35.9,Manipal Hospital
ACC00908,2025-01-14,05:21:49,Hyderabad,Telangana,India,Pedestrian Involved,Weather Conditions,Severe,1,2,5,Rainy,Wet,Yes,8.0,Manipal Hospital
ACC00909,2025-04-14,05:10:37,Mumbai,Maharashtra,India,Truck,Over Speeding,Moderate,4,3,2,Stormy,Dry,No,13.3,Max Healthcare
ACC00910,2025-01-07,06:50:12,Jaipur,Rajasthan,India,Train,Road Conditions,Severe,4,1,5,Clear,Wet,Yes,41.7,Manipal Hospital
ACC00911,2025-03-03,17:19:07,Pune,Maharashtra,India,Truck,Road Conditions,Fatal,2,0,3,Stormy,Wet,No,43.1,Max Healthcare
ACC00912,2025-01-09,13:16:00,Delhi,Delhi,India,Two-Wheeler,Brake Failure,Minor,1,1,1,Stormy,Wet,No,6.1,Max Healthcare
ACC00913,2025-03-27,15:11:00,Pune,Maharashtra,India,Train,Weather Conditions,Minor,5,0,3,Stormy,Wet,Yes,20.9,Manipal Hospital
ACC00914,2025-01-25,08:03:03,Jaipur,Rajasthan,India,Train,Over Speeding,Fatal,3,2,1,Clear,Potholes,No,12.8,Fortis Healthcare
ACC00915,2025-02-13,11:41:02,Kolkata,West Bengal,India,Two-Wheeler,Human Error,Severe,5,3,5,Stormy,Dry,Yes,30.9,Apollo Hospitals
ACC00916,2025-02-14,04:45:38,Hyderabad,Telangana,India,Pedestrian Involved,Over Speeding,Minor,5,2,2,Clear,Under Construction,Yes,16.0,Max Healthcare
ACC00917,2025-04-17,14:57:07,Kolkata,West Bengal,India,Fire Accident,Brake Failure,Minor,2,2,4,Rainy,Wet,Yes,18.9,AIIMS
ACC00918,2025-03-20,03:06:32,Lucknow,Uttar Pradesh,India,Bus,Poor Lighting,Minor,1,1,5,Stormy,Gravel,Yes,11.8,Apollo Hospitals
ACC00919,2025-05-02,10:14:39,Bengaluru,Karnataka,India,Two-Wheeler,Weather Conditions,Fatal,2,0,6,Stormy,Potholes,No,5.8,AIIMS
ACC00920,2025-03-09,03:51:42,Delhi,Delhi,India,Two-Wheeler,Poor Lighting,Minor,5,2,4,Clear,Potholes,Yes,23.9,Apollo Hospitals
ACC00921,2025-03-12,12:08:32,Mumbai,Maharashtra,India,Bus,Road Conditions,Moderate,5,1,2,Clear,Dry,No,37.2,AIIMS
ACC00922,2025-02-24,22:30:53,Pune,Maharashtra,India,Slip & Fall,Poor Lighting,Severe,5,2,6,Stormy,Gravel,No,23.4,AIIMS
ACC00923,2025-02-18,20:41:54,Ahmedabad,Gujarat,India,Train,Human Error,Fatal,1,2,6,Clear,Wet,No,39.3,Fortis Healthcare
ACC00924,2025-04-17,17:36:33,Chennai,Tamil Nadu,India,Slip & Fall,Over Speeding,Moderate,5,3,3,Rainy,Dry,Yes,41.8,Manipal Hospital
ACC00925,2025-04-17,00:43:13,Delhi,Delhi,India,Bus,Poor Lighting,Fatal,5,1,3,Foggy,Gravel,No,28.6,AIIMS
ACC00926,2025-03-12,05:25:56,Ahmedabad,Gujarat,India,Truck,Over Speeding,Severe,5,0,4,Stormy,Under Construction,No,16.5,Apollo Hospitals
ACC00927,2025-03-24,00:51:42,Pune,Maharashtra,India,Two-Wheeler,Brake Failure,Moderate,5,2,5,Rainy,Gravel,No,16.5,AIIMS
ACC00928,2025-01-12,15:02:33,Mumbai,Maharashtra,India,Slip & Fall,Over Speeding,Moderate,3,0,1,Stormy,Gravel,Yes,22.2,Apollo Hospitals
ACC00929,2025-04-01,10:29:34,Mumbai,Maharashtra,India,Bus,Drunk Driving,Severe,3,1,1,Foggy,Wet,Yes,22.3,Apollo Hospitals
ACC00930,2025-03-31,22:33:40,Ahmedabad,Gujarat,India,Truck,Over Speeding,Fatal,3,1,6,Stormy,Potholes,No,43.7,Apollo Hospitals
ACC00931,2025-02-03,18:49:10,Ahmedabad,Gujarat,India,Bus,Human Error,Severe,2,3,6,Foggy,Under Construction,Yes,32.3,Fortis Healthcare
ACC00932,2025-01-18,09:49:26,Ahmedabad,Gujarat,India,Two-Wheeler,Brake Failure,Moderate,3,2,1,Foggy,Under Construction,No,26.8,Manipal Hospital
ACC00933,2025-01-28,19:25:15,Kolkata,West Bengal,India,Pedestrian Involved,Drunk Driving,Fatal,3,2,4,Foggy,Potholes,No,21.8,Manipal Hospital
ACC00934,2025-03-09,06:56:48,Pune,Maharashtra,India,Vehicle Collision,Human Error,Minor,4,0,2,Foggy,Wet,No,10.1,Max Healthcare
ACC00935,2025-03-16,12:20:02,Lucknow,Uttar Pradesh,India,Bus,Over Speeding,Fatal,2,3,6,Clear,Potholes,No,38.6,Apollo Hospitals
ACC00936,2025-02-03,14:57:06,Mumbai,Maharashtra,India,Bus,Road Conditions,Minor,3,0,3,Stormy,Gravel,Yes,9.9,Max Healthcare
ACC00937,2025-02-15,04:42:06,Jaipur,Rajasthan,India,Vehicle Collision,Poor Lighting,Moderate,5,1,5,Stormy,Wet,Yes,40.8,Fortis Healthcare
ACC00938,2025-01-18,13:18:52,Ahmedabad,Gujarat,India,Bus,Poor Lighting,Minor,4,1,1,Clear,Dry,Yes,29.2,Apollo Hospitals
ACC00939,2025-03-22,16:45:38,Jaipur,Rajasthan,India,Pedestrian Involved,Drunk Driving,Moderate,1,3,1,Stormy,Potholes,Yes,42.0,AIIMS
ACC00940,2025-04-23,13:36:42,Kolkata,West Bengal,India,Slip & Fall,Drunk Driving,Moderate,5,2,5,Stormy,Under Construction,Yes,22.3,Apollo Hospitals
ACC00941,2025-04-21,21:32:18,Bengaluru,Karnataka,India,Two-Wheeler,Road Conditions,Moderate,2,1,4,Stormy,Gravel,No,31.7,Max Healthcare
ACC00942,2025-02-13,19:31:13,Pune,Maharashtra,India,Train,Poor Lighting,Severe,4,3,6,Clear,Potholes,No,37.5,Fortis Healthcare
ACC00943,2025-01-03,18:03:38,Mumbai,Maharashtra,India,Bus,Brake Failure,Minor,5,3,1,Foggy,Dry,No,6.7,AIIMS
ACC00944,2025-04-20,12:42:41,Bengaluru,Karnataka,India,Slip & Fall,Poor Lighting,Fatal,3,0,2,Foggy,Under Construction,Yes,19.0,Max Healthcare
ACC00945,2025-04-14,12:06:19,Kolkata,West Bengal,India,Pedestrian Involved,Drunk Driving,Moderate,3,2,4,Rainy,Gravel,No,41.9,Apollo Hospitals
ACC00946,2025-02-28,15:40:30,Pune,Maharashtra,India,Fire Accident,Brake Failure,Moderate,5,2,2,Foggy,Under Construction,No,28.4,Manipal Hospital
ACC00947,2025-03-16,00:46:57,Delhi,Delhi,India,Vehicle Collision,Over Speeding,Moderate,2,0,6,Clear,Potholes,No,17.9,Fortis Healthcare
ACC00948,2025-03-13,14:03:00,Hyderabad,Telangana,India,Pedestrian Involved,Drunk Driving,Fatal,4,0,1,Foggy,Dry,Yes,38.9,Apollo Hospitals
ACC00949,2025-04-28,03:59:27,Pune,Maharashtra,India,Train,Human Error,Minor,2,2,1,Stormy,Potholes,Yes,44.6,Max Healthcare
ACC00950,2025-04-13,09:55:22,Jaipur,Rajasthan,India,Truck,Drunk Driving,Severe,4,3,6,Foggy,Wet,Yes,34.7,Manipal Hospital
ACC00951,2025-04-21,12:48:17,Jaipur,Rajasthan,India,Truck,Over Speeding,Minor,1,1,1,Rainy,Dry,No,36.0,Max Healthcare
ACC00952,2025-02-11,13:19:04,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Moderate,5,3,2,Rainy,Under Construction,No,25.0,AIIMS
ACC00953,2025-01-25,02:30:20,Lucknow,Uttar Pradesh,India,Two-Wheeler,Road Conditions,Minor,4,3,6,Stormy,Dry,Yes,10.1,Max Healthcare
ACC00954,2025-03-14,12:51:36,Ahmedabad,Gujarat,India,Pedestrian Involved,Over Speeding,Fatal,2,0,5,Foggy,Dry,Yes,37.9,AIIMS
ACC00955,2025-02-23,10:30:24,Ahmedabad,Gujarat,India,Fire Accident,Poor Lighting,Severe,1,1,3,Clear,Under Construction,Yes,39.1,Max Healthcare
ACC00956,2025-05-03,05:32:05,Jaipur,Rajasthan,India,Bus,Brake Failure,Minor,5,0,5,Stormy,Gravel,Yes,6.3,Manipal Hospital
ACC00957,2025-04-12,05:34:57,Ahmedabad,Gujarat,India,Truck,Weather Conditions,Minor,2,1,5,Foggy,Dry,Yes,24.7,Max Healthcare
ACC00958,2025-03-06,21:08:46,Lucknow,Uttar Pradesh,India,Vehicle Collision,Weather Conditions,Minor,4,0,5,Stormy,Wet,No,33.9,Apollo Hospitals
ACC00959,2025-03-08,15:30:05,Mumbai,Maharashtra,India,Slip & Fall,Human Error,Moderate,3,3,4,Foggy,Wet,Yes,42.2,Apollo Hospitals
ACC00960,2025-04-23,14:56:23,Hyderabad,Telangana,India,Fire Accident,Poor Lighting,Minor,5,3,1,Stormy,Potholes,Yes,22.2,Manipal Hospital
ACC00961,2025-04-17,21:47:34,Jaipur,Rajasthan,India,Two-Wheeler,Over Speeding,Fatal,1,2,3,Rainy,Gravel,No,41.7,Fortis Healthcare
ACC00962,2025-03-14,19:36:11,Hyderabad,Telangana,India,Pedestrian Involved,Human Error,Minor,2,3,6,Clear,Dry,Yes,37.5,Apollo Hospitals
ACC00963,2025-04-19,06:54:45,Mumbai,Maharashtra,India,Two-Wheeler,Brake Failure,Moderate,3,0,3,Foggy,Under Construction,Yes,44.9,Fortis Healthcare
ACC00964,2025-05-03,12:40:44,Lucknow,Uttar Pradesh,India,Fire Accident,Brake Failure,Minor,1,0,3,Rainy,Potholes,No,40.9,Fortis Healthcare
ACC00965,2025-04-05,08:45:13,Pune,Maharashtra,India,Bus,Weather Conditions,Severe,2,2,3,Clear,Dry,No,41.0,Max Healthcare
ACC00966,2025-01-27,13:00:29,Pune,Maharashtra,India,Bus,Over Speeding,Moderate,2,1,3,Rainy,Dry,No,34.0,Fortis Healthcare
ACC00967,2025-02-20,19:07:35,Mumbai,Maharashtra,India,Truck,Poor Lighting,Fatal,4,0,1,Stormy,Dry,No,16.1,Manipal Hospital
ACC00968,2025-02-05,02:38:43,Ahmedabad,Gujarat,India,Pedestrian Involved,Over Speeding,Severe,5,3,4,Clear,Potholes,No,22.8,Fortis Healthcare
ACC00969,2025-04-22,01:07:26,Hyderabad,Telangana,India,Fire Accident,Drunk Driving,Fatal,5,0,6,Foggy,Dry,No,42.5,Max Healthcare
ACC00970,2025-02-07,15:54:27,Chennai,Tamil Nadu,India,Bus,Road Conditions,Moderate,1,2,6,Stormy,Potholes,Yes,37.3,Max Healthcare
ACC00971,2025-04-10,19:03:28,Kolkata,West Bengal,India,Bus,Road Conditions,Fatal,4,2,2,Stormy,Potholes,Yes,10.3,Apollo Hospitals
ACC00972,2025-03-24,04:28:45,Ahmedabad,Gujarat,India,Bus,Over Speeding,Moderate,5,2,3,Stormy,Dry,No,19.5,AIIMS
ACC00973,2025-04-11,21:53:56,Lucknow,Uttar Pradesh,India,Vehicle Collision,Over Speeding,Severe,5,2,3,Rainy,Potholes,No,5.7,Apollo Hospitals
ACC00974,2025-01-13,21:28:50,Pune,Maharashtra,India,Vehicle Collision,Weather Conditions,Fatal,5,1,4,Clear,Under Construction,Yes,16.1,Max Healthcare
ACC00975,2025-01-27,17:40:56,Jaipur,Rajasthan,India,Train,Over Speeding,Fatal,2,2,3,Foggy,Potholes,Yes,14.1,Fortis Healthcare
ACC00976,2025-02-27,10:56:09,Bengaluru,Karnataka,India,Vehicle Collision,Drunk Driving,Minor,1,1,6,Stormy,Under Construction,No,6.7,Fortis Healthcare
ACC00977,2025-01-31,17:48:47,Mumbai,Maharashtra,India,Bus,Weather Conditions,Minor,3,0,5,Rainy,Gravel,Yes,8.1,Manipal Hospital
ACC00978,2025-02-07,14:45:30,Delhi,Delhi,India,Pedestrian Involved,Drunk Driving,Moderate,3,2,6,Stormy,Dry,No,40.0,Fortis Healthcare
ACC00979,2025-01-25,20:47:10,Mumbai,Maharashtra,India,Train,Human Error,Severe,3,3,6,Foggy,Potholes,No,29.9,Fortis Healthcare
ACC00980,2025-02-19,23:12:09,Chennai,Tamil Nadu,India,Vehicle Collision,Weather Conditions,Moderate,5,0,1,Rainy,Gravel,No,42.6,Manipal Hospital
ACC00981,2025-01-19,04:30:47,Lucknow,Uttar Pradesh,India,Vehicle Collision,Poor Lighting,Moderate,4,0,1,Rainy,Under Construction,No,26.6,Apollo Hospitals
ACC00982,2025-04-28,23:20:39,Jaipur,Rajasthan,India,Vehicle Collision,Human Error,Fatal,5,3,3,Foggy,Wet,No,41.4,AIIMS
ACC00983,2025-05-03,12:48:38,Hyderabad,Telangana,India,Train,Drunk Driving,Fatal,3,0,6,Rainy,Potholes,No,19.5,AIIMS
ACC00984,2025-01-08,18:31:12,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Fatal,5,1,4,Stormy,Wet,Yes,42.0,Fortis Healthcare
ACC00985,2025-04-01,08:01:26,Kolkata,West Bengal,India,Two-Wheeler,Human Error,Severe,3,2,3,Clear,Dry,No,21.8,Fortis Healthcare
ACC00986,2025-03-08,14:48:20,Lucknow,Uttar Pradesh,India,Slip & Fall,Poor Lighting,Moderate,2,3,1,Rainy,Dry,No,15.5,Max Healthcare
ACC00987,2025-01-11,05:19:10,Pune,Maharashtra,India,Pedestrian Involved,Drunk Driving,Minor,4,0,6,Rainy,Dry,Yes,25.6,Max Healthcare
ACC00988,2025-04-01,13:31:08,Kolkata,West Bengal,India,Fire Accident,Weather Conditions,Moderate,4,1,6,Foggy,Dry,No,40.9,AIIMS
ACC00989,2025-02-24,11:35:15,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Poor Lighting,Minor,1,2,4,Stormy,Potholes,No,16.6,Manipal Hospital
ACC00990,2025-03-06,08:27:31,Bengaluru,Karnataka,India,Two-Wheeler,Poor Lighting,Minor,2,0,5,Foggy,Potholes,No,17.8,Fortis Healthcare
ACC00991,2025-01-12,17:54:52,Jaipur,Rajasthan,India,Bus,Road Conditions,Minor,2,2,4,Foggy,Dry,No,16.4,Manipal Hospital
ACC00992,2025-02-19,03:03:59,Chennai,Tamil Nadu,India,Two-Wheeler,Drunk Driving,Minor,2,3,5,Foggy,Under Construction,No,9.0,AIIMS
